creator	user_input	locale	user_location	type	name	coordinate	distance_tolerance	max_result_index	street	housenumber	zip	city	state	country
richard	Friedrich-Wilhelm-Boelcke-Strasse 2	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Friedrich-Wilhelm-Boelcke-Strasse 2, Potsdam	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Friedrich-Wilhelm-Boelcke-Strasse 2 Potsdam	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Friedrich-Wilhelm-Boelcke-Strasse 2, 14473 Potsdam	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Friedrich-Wilhelm-Boelcke-Strasse 2 14473 Potsdam	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Friedrich Wilhelm-Boelcke Strasse 2	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Friedrich Wilhelm Boelcke Strasse 2, Potsdam	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Friedrich Wilhelm Boelcke Strasse 2 Potsdam	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Friedrich Wilhelm Boelcke Strasse 2, 14473 Potsdam	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Friedrich Wilhelm Boelcke Strasse 2 14473 Potsdam	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Friedrich-Wilhelm-Boelcke-Str. 2	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Friedrich-Wilhelm-Boelcke-Str. 2, Potsdam	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Friedrich-Wilhelm-Boelcke-Str. 2 Potsdam	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Friedrich-Wilhelm-Boelcke-Str. 2, 14473 Potsdam	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Friedrich-Wilhelm-Boelcke-Str. 2 14473 Potsdam	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Friedrich Wilhelm Boelcke Str. 2	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Friedrich Wilhelm Boelcke Str. 2, Potsdam	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Friedrich Wilhelm Boelcke Str. 2 Potsdam	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Friedrich Wilhelm Boelcke Str. 2, 14473 Potsdam	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Friedrich Wilhelm Boelcke Str. 2 14473 Potsdam	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Friedrich-Wilhelm-Boelcke-Str 2	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Friedrich-Wilhelm-Boelcke-Str 2, Potsdam	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Friedrich-Wilhelm-Boelcke-Str 2 Potsdam	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Friedrich-Wilhelm-Boelcke-Str 2, 14473 Potsdam	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Friedrich-Wilhelm-Boelcke-Str 2 14473 Potsdam	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Friedrich Wilhelm Boelcke Str 2	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Friedrich Wilhelm Boelcke Str 2, Potsdam	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Friedrich Wilhelm Boelcke Str 2 Potsdam	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Friedrich Wilhelm Boelcke Str 2, 14473 Potsdam	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Friedrich Wilhelm Boelcke Str 2 14473 Potsdam	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
richard	Boelcke Friedrich-Wilhelm Str 2 14473 Potsdam	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
jonas	Friedr 2	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
jonas	Friedrich Wilhelm Strasse 2	de_DE				13.0585818,52.3882924	1	1	Friedrich-Wilhelm-Boelcke-Straße	2	14473	Potsdam		Deutschland
